intervention_task_time,intervention_task_id,intervention_task_name,is_completed,participant_id,participant_started_at,invite_code,current_day_of_study,current_intervention_id,current_intervention_name
2025-05-16 08:20:40.501363Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Indoor Plants!,true,21af6390-f69a-48d3-9033-9150527ad76b,2025-04-14 22:00:00.000Z,,31,d63b26cb-df4a-44e1-9ee6-dfbe60f893ac,No indoor plants!
2025-05-15 06:01:19.130807Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Indoor Plants!,true,21af6390-f69a-48d3-9033-9150527ad76b,2025-04-14 22:00:00.000Z,,30,d63b26cb-df4a-44e1-9ee6-dfbe60f893ac,No indoor plants!
2025-05-14 06:10:20.430194Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Indoor Plants!,true,21af6390-f69a-48d3-9033-9150527ad76b,2025-04-14 22:00:00.000Z,,29,d63b26cb-df4a-44e1-9ee6-dfbe60f893ac,No indoor plants!
2025-05-13 06:00:22.486219Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Indoor Plants!,true,21af6390-f69a-48d3-9033-9150527ad76b,2025-04-14 22:00:00.000Z,,28,d63b26cb-df4a-44e1-9ee6-dfbe60f893ac,No indoor plants!
2025-05-12 06:01:38.445353Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time for Indoor Plants!,true,21af6390-f69a-48d3-9033-9150527ad76b,2025-04-14 22:00:00.000Z,,27,801e95db-9a93-4b86-b82a-4040faca41f1,Indoor plants!
2025-05-11 06:40:20.640989Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time for Indoor Plants!,true,21af6390-f69a-48d3-9033-9150527ad76b,2025-04-14 22:00:00.000Z,,26,801e95db-9a93-4b86-b82a-4040faca41f1,Indoor plants!
2025-05-10 06:04:34.538973Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time for Indoor Plants!,true,21af6390-f69a-48d3-9033-9150527ad76b,2025-04-14 22:00:00.000Z,,25,801e95db-9a93-4b86-b82a-4040faca41f1,Indoor plants!
2025-05-09 08:38:04.273694Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time for Indoor Plants!,true,21af6390-f69a-48d3-9033-9150527ad76b,2025-04-14 22:00:00.000Z,,24,801e95db-9a93-4b86-b82a-4040faca41f1,Indoor plants!
2025-05-08 06:02:41.287140Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time for Indoor Plants!,true,21af6390-f69a-48d3-9033-9150527ad76b,2025-04-14 22:00:00.000Z,,23,801e95db-9a93-4b86-b82a-4040faca41f1,Indoor plants!
2025-05-07 06:05:53.152297Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time for Indoor Plants!,true,21af6390-f69a-48d3-9033-9150527ad76b,2025-04-14 22:00:00.000Z,,22,801e95db-9a93-4b86-b82a-4040faca41f1,Indoor plants!
