measurement_time,measurement_id,measurement_name,participant_id,participant_started_at,invite_code,current_day_of_study,current_intervention_id,current_intervention_name,survey1_id,survey1_name,is_survey1,survey1_question1_id,survey1_question1_text,survey1_question1_response,survey1_question2_id,survey1_question2_text,survey1_question2_response,survey1_question3_id,survey1_question3_text,survey1_question3_response,survey1_question4_id,survey1_question4_text,survey1_question4_response,survey2_id,survey2_name,is_survey2,survey2_question1_id,survey2_question1_text,survey2_question1_response,survey2_question2_id,survey2_question2_text,survey2_question2_response
2025-06-02 19:28:06.385823Z,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,645acc70-7be3-4916-9de5-6ac645b9c6e7,2025-05-01 22:00:00.000Z,,31,45fdf7af-f487-44a3-bd5d-57c5f7e29559,Not listening to motivational podcasts!,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,false,9f5424f4-f23c-49ee-baa8-77d96a62552d,"Overall, how stressful was your day?",,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"What level of stress do you expect for the next day?
",,e66d6b15-e85e-45fd-822c-217e8e96fa68,How much did this method (listening to motivational podcasts) help you feel better about yourself? <b>(Answer ONLY if you have listened to motivational podcasts!)</b>,,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you are not practicing the method (not listening to motivational podcasts) today, do you feel a lack or difficulty managing your stress? <b>(Answer ONLY if you have NOT listened to motivational podcasts!)</b>",,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,true,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,How much did your work intensity stress you out today?,7,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,"Did anything about your educational life stress you out today, like homework, presentations or exams? ",8
2025-06-02 19:28:01.646188Z,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,645acc70-7be3-4916-9de5-6ac645b9c6e7,2025-05-01 22:00:00.000Z,,31,45fdf7af-f487-44a3-bd5d-57c5f7e29559,Not listening to motivational podcasts!,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,true,9f5424f4-f23c-49ee-baa8-77d96a62552d,"Overall, how stressful was your day?",8,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"What level of stress do you expect for the next day?
",8,e66d6b15-e85e-45fd-822c-217e8e96fa68,How much did this method (listening to motivational podcasts) help you feel better about yourself? <b>(Answer ONLY if you have listened to motivational podcasts!)</b>,1,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you are not practicing the method (not listening to motivational podcasts) today, do you feel a lack or difficulty managing your stress? <b>(Answer ONLY if you have NOT listened to motivational podcasts!)</b>",8,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,false,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,How much did your work intensity stress you out today?,,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,"Did anything about your educational life stress you out today, like homework, presentations or exams? ",
2025-06-01 19:29:04.695682Z,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,645acc70-7be3-4916-9de5-6ac645b9c6e7,2025-05-01 22:00:00.000Z,,30,45fdf7af-f487-44a3-bd5d-57c5f7e29559,Not listening to motivational podcasts!,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,false,9f5424f4-f23c-49ee-baa8-77d96a62552d,"Overall, how stressful was your day?",,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"What level of stress do you expect for the next day?
",,e66d6b15-e85e-45fd-822c-217e8e96fa68,How much did this method (listening to motivational podcasts) help you feel better about yourself? <b>(Answer ONLY if you have listened to motivational podcasts!)</b>,,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you are not practicing the method (not listening to motivational podcasts) today, do you feel a lack or difficulty managing your stress? <b>(Answer ONLY if you have NOT listened to motivational podcasts!)</b>",,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,true,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,How much did your work intensity stress you out today?,9,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,"Did anything about your educational life stress you out today, like homework, presentations or exams? ",8
2025-06-01 19:29:01.189831Z,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,645acc70-7be3-4916-9de5-6ac645b9c6e7,2025-05-01 22:00:00.000Z,,30,45fdf7af-f487-44a3-bd5d-57c5f7e29559,Not listening to motivational podcasts!,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,true,9f5424f4-f23c-49ee-baa8-77d96a62552d,"Overall, how stressful was your day?",6,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"What level of stress do you expect for the next day?
",6,e66d6b15-e85e-45fd-822c-217e8e96fa68,How much did this method (listening to motivational podcasts) help you feel better about yourself? <b>(Answer ONLY if you have listened to motivational podcasts!)</b>,1,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you are not practicing the method (not listening to motivational podcasts) today, do you feel a lack or difficulty managing your stress? <b>(Answer ONLY if you have NOT listened to motivational podcasts!)</b>",8,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,false,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,How much did your work intensity stress you out today?,,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,"Did anything about your educational life stress you out today, like homework, presentations or exams? ",
2025-05-31 20:04:08.399809Z,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,645acc70-7be3-4916-9de5-6ac645b9c6e7,2025-05-01 22:00:00.000Z,,29,45fdf7af-f487-44a3-bd5d-57c5f7e29559,Not listening to motivational podcasts!,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,false,9f5424f4-f23c-49ee-baa8-77d96a62552d,"Overall, how stressful was your day?",,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"What level of stress do you expect for the next day?
",,e66d6b15-e85e-45fd-822c-217e8e96fa68,How much did this method (listening to motivational podcasts) help you feel better about yourself? <b>(Answer ONLY if you have listened to motivational podcasts!)</b>,,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you are not practicing the method (not listening to motivational podcasts) today, do you feel a lack or difficulty managing your stress? <b>(Answer ONLY if you have NOT listened to motivational podcasts!)</b>",,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,true,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,How much did your work intensity stress you out today?,8,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,"Did anything about your educational life stress you out today, like homework, presentations or exams? ",8
2025-05-31 20:04:04.174496Z,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,645acc70-7be3-4916-9de5-6ac645b9c6e7,2025-05-01 22:00:00.000Z,,29,45fdf7af-f487-44a3-bd5d-57c5f7e29559,Not listening to motivational podcasts!,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,true,9f5424f4-f23c-49ee-baa8-77d96a62552d,"Overall, how stressful was your day?",8,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"What level of stress do you expect for the next day?
",8,e66d6b15-e85e-45fd-822c-217e8e96fa68,How much did this method (listening to motivational podcasts) help you feel better about yourself? <b>(Answer ONLY if you have listened to motivational podcasts!)</b>,1,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you are not practicing the method (not listening to motivational podcasts) today, do you feel a lack or difficulty managing your stress? <b>(Answer ONLY if you have NOT listened to motivational podcasts!)</b>",7,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,false,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,How much did your work intensity stress you out today?,,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,"Did anything about your educational life stress you out today, like homework, presentations or exams? ",
2025-05-30 20:13:53.812765Z,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,645acc70-7be3-4916-9de5-6ac645b9c6e7,2025-05-01 22:00:00.000Z,,28,45fdf7af-f487-44a3-bd5d-57c5f7e29559,Not listening to motivational podcasts!,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,false,9f5424f4-f23c-49ee-baa8-77d96a62552d,"Overall, how stressful was your day?",,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"What level of stress do you expect for the next day?
",,e66d6b15-e85e-45fd-822c-217e8e96fa68,How much did this method (listening to motivational podcasts) help you feel better about yourself? <b>(Answer ONLY if you have listened to motivational podcasts!)</b>,,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you are not practicing the method (not listening to motivational podcasts) today, do you feel a lack or difficulty managing your stress? <b>(Answer ONLY if you have NOT listened to motivational podcasts!)</b>",,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,true,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,How much did your work intensity stress you out today?,7,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,"Did anything about your educational life stress you out today, like homework, presentations or exams? ",8
2025-05-30 20:13:47.111863Z,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,645acc70-7be3-4916-9de5-6ac645b9c6e7,2025-05-01 22:00:00.000Z,,28,45fdf7af-f487-44a3-bd5d-57c5f7e29559,Not listening to motivational podcasts!,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,true,9f5424f4-f23c-49ee-baa8-77d96a62552d,"Overall, how stressful was your day?",8,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"What level of stress do you expect for the next day?
",9,e66d6b15-e85e-45fd-822c-217e8e96fa68,How much did this method (listening to motivational podcasts) help you feel better about yourself? <b>(Answer ONLY if you have listened to motivational podcasts!)</b>,1,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you are not practicing the method (not listening to motivational podcasts) today, do you feel a lack or difficulty managing your stress? <b>(Answer ONLY if you have NOT listened to motivational podcasts!)</b>",9,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,false,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,How much did your work intensity stress you out today?,,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,"Did anything about your educational life stress you out today, like homework, presentations or exams? ",
2025-05-29 20:38:51.393749Z,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,645acc70-7be3-4916-9de5-6ac645b9c6e7,2025-05-01 22:00:00.000Z,,27,6cec3be2-596b-424c-acfc-7e9d010385f9,Listening to motivational podcasts!,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,false,9f5424f4-f23c-49ee-baa8-77d96a62552d,"Overall, how stressful was your day?",,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"What level of stress do you expect for the next day?
",,e66d6b15-e85e-45fd-822c-217e8e96fa68,How much did this method (listening to motivational podcasts) help you feel better about yourself? <b>(Answer ONLY if you have listened to motivational podcasts!)</b>,,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you are not practicing the method (not listening to motivational podcasts) today, do you feel a lack or difficulty managing your stress? <b>(Answer ONLY if you have NOT listened to motivational podcasts!)</b>",,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,true,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,How much did your work intensity stress you out today?,8,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,"Did anything about your educational life stress you out today, like homework, presentations or exams? ",9
2025-05-29 20:38:48.189026Z,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,645acc70-7be3-4916-9de5-6ac645b9c6e7,2025-05-01 22:00:00.000Z,,27,6cec3be2-596b-424c-acfc-7e9d010385f9,Listening to motivational podcasts!,53e7ca97-3eee-4809-bdae-1b088f65736f,Outcome,true,9f5424f4-f23c-49ee-baa8-77d96a62552d,"Overall, how stressful was your day?",8,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"What level of stress do you expect for the next day?
",8,e66d6b15-e85e-45fd-822c-217e8e96fa68,How much did this method (listening to motivational podcasts) help you feel better about yourself? <b>(Answer ONLY if you have listened to motivational podcasts!)</b>,7,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you are not practicing the method (not listening to motivational podcasts) today, do you feel a lack or difficulty managing your stress? <b>(Answer ONLY if you have NOT listened to motivational podcasts!)</b>",1,b2916ced-bf54-4774-8ae7-322a3b0dec13,Mediators,false,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,How much did your work intensity stress you out today?,,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,"Did anything about your educational life stress you out today, like homework, presentations or exams? ",
