intervention_task_time,intervention_task_id,intervention_task_name,is_completed,participant_id,participant_started_at,invite_code,current_day_of_study,current_intervention_id,current_intervention_name
2025-05-22 05:15:06.070206Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Creative Writing!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,31,755f120c-7c07-4491-a052-1177b5f78692,Not Creating Literary Works!
2025-05-21 05:55:04.057886Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Creative Writing!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,30,755f120c-7c07-4491-a052-1177b5f78692,Not Creating Literary Works!
2025-05-20 05:02:19.183268Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Creative Writing!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,29,755f120c-7c07-4491-a052-1177b5f78692,Not Creating Literary Works!
2025-05-19 10:23:56.524342Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Creative Writing!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,28,755f120c-7c07-4491-a052-1177b5f78692,Not Creating Literary Works!
2025-05-18 06:01:24.449438Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Literary Creation Time!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,27,b8f2a7ab-6ed2-4204-b201-f4f454c741ee,Creating Literary Works!
2025-05-17 06:12:06.249294Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Literary Creation Time!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,26,b8f2a7ab-6ed2-4204-b201-f4f454c741ee,Creating Literary Works!
2025-05-16 05:00:14.636551Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Literary Creation Time!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,25,b8f2a7ab-6ed2-4204-b201-f4f454c741ee,Creating Literary Works!
2025-05-15 05:01:31.223993Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Literary Creation Time!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,24,b8f2a7ab-6ed2-4204-b201-f4f454c741ee,Creating Literary Works!
2025-05-14 05:03:25.352302Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Literary Creation Time!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,23,b8f2a7ab-6ed2-4204-b201-f4f454c741ee,Creating Literary Works!
2025-05-13 05:03:30.697483Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Literary Creation Time!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,22,b8f2a7ab-6ed2-4204-b201-f4f454c741ee,Creating Literary Works!
2025-05-12 05:02:50.885385Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Literary Creation Time!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,21,b8f2a7ab-6ed2-4204-b201-f4f454c741ee,Creating Literary Works!
2025-05-11 06:16:05.969793Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Literary Creation Time!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,20,b8f2a7ab-6ed2-4204-b201-f4f454c741ee,Creating Literary Works!
2025-05-10 05:17:43.466890Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Creative Writing!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,19,755f120c-7c07-4491-a052-1177b5f78692,Not Creating Literary Works!
2025-05-09 05:00:06.164134Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Creative Writing!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,18,755f120c-7c07-4491-a052-1177b5f78692,Not Creating Literary Works!
2025-05-08 05:00:32.839290Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Creative Writing!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,17,755f120c-7c07-4491-a052-1177b5f78692,Not Creating Literary Works!
2025-05-07 05:00:04.984278Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Creative Writing!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,16,755f120c-7c07-4491-a052-1177b5f78692,Not Creating Literary Works!
2025-05-06 05:03:12.997836Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Literary Creation Time!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,15,b8f2a7ab-6ed2-4204-b201-f4f454c741ee,Creating Literary Works!
2025-05-05 05:00:04.137570Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Literary Creation Time!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,14,b8f2a7ab-6ed2-4204-b201-f4f454c741ee,Creating Literary Works!
2025-05-04 05:02:28.151342Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Literary Creation Time!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,13,b8f2a7ab-6ed2-4204-b201-f4f454c741ee,Creating Literary Works!
2025-05-03 06:56:22.714372Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Literary Creation Time!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,12,b8f2a7ab-6ed2-4204-b201-f4f454c741ee,Creating Literary Works!
2025-05-02 06:34:35.023283Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Creative Writing!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,11,755f120c-7c07-4491-a052-1177b5f78692,Not Creating Literary Works!
2025-05-01 15:00:22.412253Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Creative Writing!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,10,755f120c-7c07-4491-a052-1177b5f78692,Not Creating Literary Works!
2025-04-30 05:04:51.528926Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Creative Writing!,true,a0bf0598-50cf-4b1b-bad0-5c402be7b5f5,2025-04-20 21:00:00.000Z,,9,755f120c-7c07-4491-a052-1177b5f78692,Not Creating Literary Works!
