intervention_task_time,intervention_task_id,intervention_task_name,is_completed,participant_id,participant_started_at,invite_code,current_day_of_study,current_intervention_id,current_intervention_name
2025-05-20 05:45:36.589420Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Motivational Listening Time!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,15,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!
2025-05-19 07:14:47.139892Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Motivational Listening Time!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,14,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!
2025-05-18 10:20:56.735411Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Motivational Listening Time!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,13,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!
2025-05-17 05:22:51.872830Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Motivational Listening Time!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,12,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!
2025-05-16 07:27:28.459270Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Motivational Listening!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,11,4b36161a-36d8-4ca7-8214-874651524732,Not listening to motivational podcasts!
2025-05-15 05:16:30.765154Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Motivational Listening!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,10,4b36161a-36d8-4ca7-8214-874651524732,Not listening to motivational podcasts!
2025-05-14 08:09:05.840106Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Motivational Listening!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,9,4b36161a-36d8-4ca7-8214-874651524732,Not listening to motivational podcasts!
2025-05-13 05:53:55.236718Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Motivational Listening!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,8,4b36161a-36d8-4ca7-8214-874651524732,Not listening to motivational podcasts!
2025-05-12 07:43:57.051529Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Motivational Listening!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,7,4b36161a-36d8-4ca7-8214-874651524732,Not listening to motivational podcasts!
2025-05-11 08:31:31.430711Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Motivational Listening!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,6,4b36161a-36d8-4ca7-8214-874651524732,Not listening to motivational podcasts!
2025-05-10 07:53:03.138104Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Motivational Listening!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,5,4b36161a-36d8-4ca7-8214-874651524732,Not listening to motivational podcasts!
2025-05-09 07:01:16.951193Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Motivational Listening!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,4,4b36161a-36d8-4ca7-8214-874651524732,Not listening to motivational podcasts!
2025-05-08 05:21:01.145600Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Motivational Listening Time!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,3,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!
2025-05-07 05:27:54.266909Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Motivational Listening Time!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,2,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!
2025-05-06 10:10:59.734238Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Motivational Listening Time!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,1,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!
2025-05-05 08:43:28.589586Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Motivational Listening Time!,true,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,0,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!
