measurement_time,measurement_id,measurement_name,participant_id,participant_started_at,invite_code,current_day_of_study,current_intervention_id,current_intervention_name,survey1_id,survey1_name,is_survey1,survey1_question1_id,survey1_question1_text,survey1_question1_response,survey1_question2_id,survey1_question2_text,survey1_question2_response,survey1_question3_id,survey1_question3_text,survey1_question3_response,survey1_question4_id,survey1_question4_text,survey1_question4_response,survey2_id,survey2_name,is_survey2,survey2_question1_id,survey2_question1_text,survey2_question1_response,survey2_question2_id,survey2_question2_text,survey2_question2_response
2025-05-20 19:32:20.490147Z,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,15,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,false,9f5424f4-f23c-49ee-baa8-77d96a62552d,"On a scale of ""snoozing under a cozy blanket"" to ""sprinting from a herd of stampeding elephants,"" how stressful was your day? <b>(1 = Totally chill to 10 = Call the fire department, my brain is on fire!)</b>
",,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"Looking into your crystal ball, how much stress do you predict for tomorrow? <b>(1 = Calm like a monk to 10 = Consider me officially overwhelmed)</b>

",,e66d6b15-e85e-45fd-822c-217e8e96fa68,"Did your miracle stress-shrinking method (listening to the motivational podcast) help you feel like a calm, happy puppy, or was it more like trying to train a cat to do your taxes? <b>(1 = Not helpful at all to 10 = I'm practically levitating with calmness) <i>(Answer ONLY if you have listened to motivational podcasts!)</i></b>",,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you skipped the method (not listening to the motivational podcast) today, did managing stress feel more like “breezing through a sunny park” or “juggling flaming torches while riding a unicycle on a tightrope over a pit of snapping crocodiles”? <b> (1 = Easy breezy to 10 = Send help, I'm barely holding it together!)<i> (Answer ONLY if you have NOT listened to motivational podcasts!)</i></b>",,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,true,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,"Did poor time management turn your day into a chaotic mess? (Too much to do, too little time?) <b>(1 = Time was my friend today to 10 = I lost a battle against the clock)</b>",6,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,Did life's big question marks — like “What am I doing?” or “Where is this going?” — mess with your stress today? <b>(1 = I achieved inner peace by not thinking to 10 = My brain opened 20 tabs and none of them loaded!)</b>,5
2025-05-20 19:32:06.883247Z,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,15,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,true,9f5424f4-f23c-49ee-baa8-77d96a62552d,"On a scale of ""snoozing under a cozy blanket"" to ""sprinting from a herd of stampeding elephants,"" how stressful was your day? <b>(1 = Totally chill to 10 = Call the fire department, my brain is on fire!)</b>
",4,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"Looking into your crystal ball, how much stress do you predict for tomorrow? <b>(1 = Calm like a monk to 10 = Consider me officially overwhelmed)</b>

",7,e66d6b15-e85e-45fd-822c-217e8e96fa68,"Did your miracle stress-shrinking method (listening to the motivational podcast) help you feel like a calm, happy puppy, or was it more like trying to train a cat to do your taxes? <b>(1 = Not helpful at all to 10 = I'm practically levitating with calmness) <i>(Answer ONLY if you have listened to motivational podcasts!)</i></b>",8,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you skipped the method (not listening to the motivational podcast) today, did managing stress feel more like “breezing through a sunny park” or “juggling flaming torches while riding a unicycle on a tightrope over a pit of snapping crocodiles”? <b> (1 = Easy breezy to 10 = Send help, I'm barely holding it together!)<i> (Answer ONLY if you have NOT listened to motivational podcasts!)</i></b>",1,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,false,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,"Did poor time management turn your day into a chaotic mess? (Too much to do, too little time?) <b>(1 = Time was my friend today to 10 = I lost a battle against the clock)</b>",,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,Did life's big question marks — like “What am I doing?” or “Where is this going?” — mess with your stress today? <b>(1 = I achieved inner peace by not thinking to 10 = My brain opened 20 tabs and none of them loaded!)</b>,
2025-05-19 19:03:52.018693Z,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,14,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,false,9f5424f4-f23c-49ee-baa8-77d96a62552d,"On a scale of ""snoozing under a cozy blanket"" to ""sprinting from a herd of stampeding elephants,"" how stressful was your day? <b>(1 = Totally chill to 10 = Call the fire department, my brain is on fire!)</b>
",,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"Looking into your crystal ball, how much stress do you predict for tomorrow? <b>(1 = Calm like a monk to 10 = Consider me officially overwhelmed)</b>

",,e66d6b15-e85e-45fd-822c-217e8e96fa68,"Did your miracle stress-shrinking method (listening to the motivational podcast) help you feel like a calm, happy puppy, or was it more like trying to train a cat to do your taxes? <b>(1 = Not helpful at all to 10 = I'm practically levitating with calmness) <i>(Answer ONLY if you have listened to motivational podcasts!)</i></b>",,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you skipped the method (not listening to the motivational podcast) today, did managing stress feel more like “breezing through a sunny park” or “juggling flaming torches while riding a unicycle on a tightrope over a pit of snapping crocodiles”? <b> (1 = Easy breezy to 10 = Send help, I'm barely holding it together!)<i> (Answer ONLY if you have NOT listened to motivational podcasts!)</i></b>",,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,true,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,"Did poor time management turn your day into a chaotic mess? (Too much to do, too little time?) <b>(1 = Time was my friend today to 10 = I lost a battle against the clock)</b>",6,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,Did life's big question marks — like “What am I doing?” or “Where is this going?” — mess with your stress today? <b>(1 = I achieved inner peace by not thinking to 10 = My brain opened 20 tabs and none of them loaded!)</b>,6
2025-05-19 19:03:41.308978Z,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,14,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,true,9f5424f4-f23c-49ee-baa8-77d96a62552d,"On a scale of ""snoozing under a cozy blanket"" to ""sprinting from a herd of stampeding elephants,"" how stressful was your day? <b>(1 = Totally chill to 10 = Call the fire department, my brain is on fire!)</b>
",6,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"Looking into your crystal ball, how much stress do you predict for tomorrow? <b>(1 = Calm like a monk to 10 = Consider me officially overwhelmed)</b>

",7,e66d6b15-e85e-45fd-822c-217e8e96fa68,"Did your miracle stress-shrinking method (listening to the motivational podcast) help you feel like a calm, happy puppy, or was it more like trying to train a cat to do your taxes? <b>(1 = Not helpful at all to 10 = I'm practically levitating with calmness) <i>(Answer ONLY if you have listened to motivational podcasts!)</i></b>",7,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you skipped the method (not listening to the motivational podcast) today, did managing stress feel more like “breezing through a sunny park” or “juggling flaming torches while riding a unicycle on a tightrope over a pit of snapping crocodiles”? <b> (1 = Easy breezy to 10 = Send help, I'm barely holding it together!)<i> (Answer ONLY if you have NOT listened to motivational podcasts!)</i></b>",1,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,false,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,"Did poor time management turn your day into a chaotic mess? (Too much to do, too little time?) <b>(1 = Time was my friend today to 10 = I lost a battle against the clock)</b>",,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,Did life's big question marks — like “What am I doing?” or “Where is this going?” — mess with your stress today? <b>(1 = I achieved inner peace by not thinking to 10 = My brain opened 20 tabs and none of them loaded!)</b>,
2025-05-18 18:01:06.280597Z,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,13,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,false,9f5424f4-f23c-49ee-baa8-77d96a62552d,"On a scale of ""snoozing under a cozy blanket"" to ""sprinting from a herd of stampeding elephants,"" how stressful was your day? <b>(1 = Totally chill to 10 = Call the fire department, my brain is on fire!)</b>
",,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"Looking into your crystal ball, how much stress do you predict for tomorrow? <b>(1 = Calm like a monk to 10 = Consider me officially overwhelmed)</b>

",,e66d6b15-e85e-45fd-822c-217e8e96fa68,"Did your miracle stress-shrinking method (listening to the motivational podcast) help you feel like a calm, happy puppy, or was it more like trying to train a cat to do your taxes? <b>(1 = Not helpful at all to 10 = I'm practically levitating with calmness) <i>(Answer ONLY if you have listened to motivational podcasts!)</i></b>",,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you skipped the method (not listening to the motivational podcast) today, did managing stress feel more like “breezing through a sunny park” or “juggling flaming torches while riding a unicycle on a tightrope over a pit of snapping crocodiles”? <b> (1 = Easy breezy to 10 = Send help, I'm barely holding it together!)<i> (Answer ONLY if you have NOT listened to motivational podcasts!)</i></b>",,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,true,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,"Did poor time management turn your day into a chaotic mess? (Too much to do, too little time?) <b>(1 = Time was my friend today to 10 = I lost a battle against the clock)</b>",7,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,Did life's big question marks — like “What am I doing?” or “Where is this going?” — mess with your stress today? <b>(1 = I achieved inner peace by not thinking to 10 = My brain opened 20 tabs and none of them loaded!)</b>,6
2025-05-18 18:00:55.736500Z,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,13,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,true,9f5424f4-f23c-49ee-baa8-77d96a62552d,"On a scale of ""snoozing under a cozy blanket"" to ""sprinting from a herd of stampeding elephants,"" how stressful was your day? <b>(1 = Totally chill to 10 = Call the fire department, my brain is on fire!)</b>
",6,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"Looking into your crystal ball, how much stress do you predict for tomorrow? <b>(1 = Calm like a monk to 10 = Consider me officially overwhelmed)</b>

",5,e66d6b15-e85e-45fd-822c-217e8e96fa68,"Did your miracle stress-shrinking method (listening to the motivational podcast) help you feel like a calm, happy puppy, or was it more like trying to train a cat to do your taxes? <b>(1 = Not helpful at all to 10 = I'm practically levitating with calmness) <i>(Answer ONLY if you have listened to motivational podcasts!)</i></b>",7,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you skipped the method (not listening to the motivational podcast) today, did managing stress feel more like “breezing through a sunny park” or “juggling flaming torches while riding a unicycle on a tightrope over a pit of snapping crocodiles”? <b> (1 = Easy breezy to 10 = Send help, I'm barely holding it together!)<i> (Answer ONLY if you have NOT listened to motivational podcasts!)</i></b>",1,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,false,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,"Did poor time management turn your day into a chaotic mess? (Too much to do, too little time?) <b>(1 = Time was my friend today to 10 = I lost a battle against the clock)</b>",,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,Did life's big question marks — like “What am I doing?” or “Where is this going?” — mess with your stress today? <b>(1 = I achieved inner peace by not thinking to 10 = My brain opened 20 tabs and none of them loaded!)</b>,
2025-05-17 18:26:27.133684Z,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,12,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,false,9f5424f4-f23c-49ee-baa8-77d96a62552d,"On a scale of ""snoozing under a cozy blanket"" to ""sprinting from a herd of stampeding elephants,"" how stressful was your day? <b>(1 = Totally chill to 10 = Call the fire department, my brain is on fire!)</b>
",,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"Looking into your crystal ball, how much stress do you predict for tomorrow? <b>(1 = Calm like a monk to 10 = Consider me officially overwhelmed)</b>

",,e66d6b15-e85e-45fd-822c-217e8e96fa68,"Did your miracle stress-shrinking method (listening to the motivational podcast) help you feel like a calm, happy puppy, or was it more like trying to train a cat to do your taxes? <b>(1 = Not helpful at all to 10 = I'm practically levitating with calmness) <i>(Answer ONLY if you have listened to motivational podcasts!)</i></b>",,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you skipped the method (not listening to the motivational podcast) today, did managing stress feel more like “breezing through a sunny park” or “juggling flaming torches while riding a unicycle on a tightrope over a pit of snapping crocodiles”? <b> (1 = Easy breezy to 10 = Send help, I'm barely holding it together!)<i> (Answer ONLY if you have NOT listened to motivational podcasts!)</i></b>",,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,true,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,"Did poor time management turn your day into a chaotic mess? (Too much to do, too little time?) <b>(1 = Time was my friend today to 10 = I lost a battle against the clock)</b>",6,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,Did life's big question marks — like “What am I doing?” or “Where is this going?” — mess with your stress today? <b>(1 = I achieved inner peace by not thinking to 10 = My brain opened 20 tabs and none of them loaded!)</b>,7
2025-05-17 18:26:18.361756Z,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,12,48dba115-5444-4489-9a91-cb6770263fd5,Listening to motivational podcasts!,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,true,9f5424f4-f23c-49ee-baa8-77d96a62552d,"On a scale of ""snoozing under a cozy blanket"" to ""sprinting from a herd of stampeding elephants,"" how stressful was your day? <b>(1 = Totally chill to 10 = Call the fire department, my brain is on fire!)</b>
",4,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"Looking into your crystal ball, how much stress do you predict for tomorrow? <b>(1 = Calm like a monk to 10 = Consider me officially overwhelmed)</b>

",7,e66d6b15-e85e-45fd-822c-217e8e96fa68,"Did your miracle stress-shrinking method (listening to the motivational podcast) help you feel like a calm, happy puppy, or was it more like trying to train a cat to do your taxes? <b>(1 = Not helpful at all to 10 = I'm practically levitating with calmness) <i>(Answer ONLY if you have listened to motivational podcasts!)</i></b>",8,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you skipped the method (not listening to the motivational podcast) today, did managing stress feel more like “breezing through a sunny park” or “juggling flaming torches while riding a unicycle on a tightrope over a pit of snapping crocodiles”? <b> (1 = Easy breezy to 10 = Send help, I'm barely holding it together!)<i> (Answer ONLY if you have NOT listened to motivational podcasts!)</i></b>",1,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,false,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,"Did poor time management turn your day into a chaotic mess? (Too much to do, too little time?) <b>(1 = Time was my friend today to 10 = I lost a battle against the clock)</b>",,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,Did life's big question marks — like “What am I doing?” or “Where is this going?” — mess with your stress today? <b>(1 = I achieved inner peace by not thinking to 10 = My brain opened 20 tabs and none of them loaded!)</b>,
2025-05-16 18:06:03.494591Z,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,11,4b36161a-36d8-4ca7-8214-874651524732,Not listening to motivational podcasts!,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,false,9f5424f4-f23c-49ee-baa8-77d96a62552d,"On a scale of ""snoozing under a cozy blanket"" to ""sprinting from a herd of stampeding elephants,"" how stressful was your day? <b>(1 = Totally chill to 10 = Call the fire department, my brain is on fire!)</b>
",,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"Looking into your crystal ball, how much stress do you predict for tomorrow? <b>(1 = Calm like a monk to 10 = Consider me officially overwhelmed)</b>

",,e66d6b15-e85e-45fd-822c-217e8e96fa68,"Did your miracle stress-shrinking method (listening to the motivational podcast) help you feel like a calm, happy puppy, or was it more like trying to train a cat to do your taxes? <b>(1 = Not helpful at all to 10 = I'm practically levitating with calmness) <i>(Answer ONLY if you have listened to motivational podcasts!)</i></b>",,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you skipped the method (not listening to the motivational podcast) today, did managing stress feel more like “breezing through a sunny park” or “juggling flaming torches while riding a unicycle on a tightrope over a pit of snapping crocodiles”? <b> (1 = Easy breezy to 10 = Send help, I'm barely holding it together!)<i> (Answer ONLY if you have NOT listened to motivational podcasts!)</i></b>",,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,true,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,"Did poor time management turn your day into a chaotic mess? (Too much to do, too little time?) <b>(1 = Time was my friend today to 10 = I lost a battle against the clock)</b>",7,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,Did life's big question marks — like “What am I doing?” or “Where is this going?” — mess with your stress today? <b>(1 = I achieved inner peace by not thinking to 10 = My brain opened 20 tabs and none of them loaded!)</b>,6
2025-05-16 18:05:50.753176Z,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,7a793276-86eb-49ef-bd1f-80af65fcd02a,2025-05-04 21:00:00.000Z,,11,4b36161a-36d8-4ca7-8214-874651524732,Not listening to motivational podcasts!,62ab46a7-e82b-4027-b40c-6a698bd0b8eb,Outcome,true,9f5424f4-f23c-49ee-baa8-77d96a62552d,"On a scale of ""snoozing under a cozy blanket"" to ""sprinting from a herd of stampeding elephants,"" how stressful was your day? <b>(1 = Totally chill to 10 = Call the fire department, my brain is on fire!)</b>
",5,538ce40a-2d9f-4e77-843f-c429b9a6e0b8,"Looking into your crystal ball, how much stress do you predict for tomorrow? <b>(1 = Calm like a monk to 10 = Consider me officially overwhelmed)</b>

",6,e66d6b15-e85e-45fd-822c-217e8e96fa68,"Did your miracle stress-shrinking method (listening to the motivational podcast) help you feel like a calm, happy puppy, or was it more like trying to train a cat to do your taxes? <b>(1 = Not helpful at all to 10 = I'm practically levitating with calmness) <i>(Answer ONLY if you have listened to motivational podcasts!)</i></b>",1,db6e7cf1-33ba-4222-8dc7-53d98d0643ba,"When you skipped the method (not listening to the motivational podcast) today, did managing stress feel more like “breezing through a sunny park” or “juggling flaming torches while riding a unicycle on a tightrope over a pit of snapping crocodiles”? <b> (1 = Easy breezy to 10 = Send help, I'm barely holding it together!)<i> (Answer ONLY if you have NOT listened to motivational podcasts!)</i></b>",6,2fa7f4e4-62f3-48da-873f-af26bf6d2f64,Mediators,false,e1e6ff2f-3524-49ae-9a21-35c2fb37f22c,"Did poor time management turn your day into a chaotic mess? (Too much to do, too little time?) <b>(1 = Time was my friend today to 10 = I lost a battle against the clock)</b>",,9a3579bf-c4bd-430a-9ce7-4d5e9fad6397,Did life's big question marks — like “What am I doing?” or “Where is this going?” — mess with your stress today? <b>(1 = I achieved inner peace by not thinking to 10 = My brain opened 20 tabs and none of them loaded!)</b>,
