intervention_task_time,intervention_task_id,intervention_task_name,is_completed,participant_id,participant_started_at,invite_code,current_day_of_study,current_intervention_id,current_intervention_name
2025-05-09 15:33:49.013712Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Reading time!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,15,14e41583-0420-4003-a488-3e7323d45a9d,Reading books!
2025-05-08 07:40:26.822770Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Reading time!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,14,14e41583-0420-4003-a488-3e7323d45a9d,Reading books!
2025-05-07 06:15:51.413207Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Reading time!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,13,14e41583-0420-4003-a488-3e7323d45a9d,Reading books!
2025-05-06 06:51:32.319310Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Reading time!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,12,14e41583-0420-4003-a488-3e7323d45a9d,Reading books!
2025-05-05 06:03:22.451282Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid reading!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,11,4e541c49-dec9-4a63-96d1-686704b0cfc4,Not reading books!
2025-05-04 10:56:47.145398Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid reading!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,10,4e541c49-dec9-4a63-96d1-686704b0cfc4,Not reading books!
2025-05-03 08:10:36.766659Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid reading!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,9,4e541c49-dec9-4a63-96d1-686704b0cfc4,Not reading books!
2025-05-02 07:03:01.198929Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid reading!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,8,4e541c49-dec9-4a63-96d1-686704b0cfc4,Not reading books!
2025-05-01 06:14:06.156706Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid reading!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,7,4e541c49-dec9-4a63-96d1-686704b0cfc4,Not reading books!
2025-04-30 10:51:03.268992Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid reading!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,6,4e541c49-dec9-4a63-96d1-686704b0cfc4,Not reading books!
2025-04-29 05:23:13.466545Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid reading!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,5,4e541c49-dec9-4a63-96d1-686704b0cfc4,Not reading books!
2025-04-28 08:01:47.981596Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid reading!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,4,4e541c49-dec9-4a63-96d1-686704b0cfc4,Not reading books!
2025-04-27 07:41:31.924547Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Reading time!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,3,14e41583-0420-4003-a488-3e7323d45a9d,Reading books!
2025-04-26 05:19:07.088661Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Reading time!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,2,14e41583-0420-4003-a488-3e7323d45a9d,Reading books!
2025-04-25 12:24:00.255543Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Reading time!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,1,14e41583-0420-4003-a488-3e7323d45a9d,Reading books!
2025-04-24 07:54:44.812627Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Reading time!,true,efdd019d-8a46-4ab2-87f5-4fb9e8eecbc4,2025-04-23 21:00:00.000Z,,0,14e41583-0420-4003-a488-3e7323d45a9d,Reading books!
