intervention_task_time,intervention_task_id,intervention_task_name,is_completed,participant_id,participant_started_at,invite_code,current_day_of_study,current_intervention_id,current_intervention_name
2025-04-08 12:28:22.896642Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,15,f048bfec-2b17-45d5-a924-27e7a25dfb6e,Playing strategy games
2025-04-07 15:30:04.037817Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,14,f048bfec-2b17-45d5-a924-27e7a25dfb6e,Playing strategy games
2025-04-06 06:34:34.302667Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,13,f048bfec-2b17-45d5-a924-27e7a25dfb6e,Playing strategy games
2025-04-05 14:54:18.941688Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,12,f048bfec-2b17-45d5-a924-27e7a25dfb6e,Playing strategy games
2025-04-04 15:49:03.232922Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid strategy games,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,11,e3fa194c-48a4-4021-97a2-1ab6fe330455,Avoid playing strategy games
2025-04-03 17:45:02.990725Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid strategy games,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,10,e3fa194c-48a4-4021-97a2-1ab6fe330455,Avoid playing strategy games
2025-04-02 16:22:35.150705Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid strategy games,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,9,e3fa194c-48a4-4021-97a2-1ab6fe330455,Avoid playing strategy games
2025-04-01 09:19:39.484523Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid strategy games,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,8,e3fa194c-48a4-4021-97a2-1ab6fe330455,Avoid playing strategy games
2025-03-30 10:59:30.578708Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid strategy games,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,6,e3fa194c-48a4-4021-97a2-1ab6fe330455,Avoid playing strategy games
2025-03-29 14:45:59.364251Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid strategy games,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,5,e3fa194c-48a4-4021-97a2-1ab6fe330455,Avoid playing strategy games
2025-03-28 16:51:10.404062Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid strategy games,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,4,e3fa194c-48a4-4021-97a2-1ab6fe330455,Avoid playing strategy games
2025-03-27 16:10:52.864606Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,3,f048bfec-2b17-45d5-a924-27e7a25dfb6e,Playing strategy games
2025-03-26 16:56:01.516950Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,2,f048bfec-2b17-45d5-a924-27e7a25dfb6e,Playing strategy games
2025-03-25 16:52:16.749823Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,1,f048bfec-2b17-45d5-a924-27e7a25dfb6e,Playing strategy games
2025-03-24 16:30:03.445798Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,1b0bdc5d-1749-4827-8b0d-1b9194a0cf1e,2025-03-23 21:00:00.000Z,,0,f048bfec-2b17-45d5-a924-27e7a25dfb6e,Playing strategy games
