intervention_task_time,intervention_task_id,intervention_task_name,is_completed,participant_id,participant_started_at,invite_code,current_day_of_study,current_intervention_id,current_intervention_name
2025-04-23 15:59:55.832936Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,15,4bb09e83-6637-4dec-baf4-9cb59881c6b5,Playing strategy games!
2025-04-22 12:17:51.455524Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,14,4bb09e83-6637-4dec-baf4-9cb59881c6b5,Playing strategy games!
2025-04-21 17:01:11.355356Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,13,4bb09e83-6637-4dec-baf4-9cb59881c6b5,Playing strategy games!
2025-04-20 18:16:42.650651Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,12,4bb09e83-6637-4dec-baf4-9cb59881c6b5,Playing strategy games!
2025-04-19 10:26:53.980786Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid playing strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,11,352aeff1-f36f-4b60-b917-8e9a594a006a,Avoid playing strategy games!
2025-04-18 12:06:45.823934Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid playing strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,10,352aeff1-f36f-4b60-b917-8e9a594a006a,Avoid playing strategy games!
2025-04-17 09:19:59.622950Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid playing strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,9,352aeff1-f36f-4b60-b917-8e9a594a006a,Avoid playing strategy games!
2025-04-16 11:03:42.241333Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid playing strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,8,352aeff1-f36f-4b60-b917-8e9a594a006a,Avoid playing strategy games!
2025-04-15 13:13:25.188213Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid playing strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,7,352aeff1-f36f-4b60-b917-8e9a594a006a,Avoid playing strategy games!
2025-04-14 12:02:33.930903Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid playing strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,6,352aeff1-f36f-4b60-b917-8e9a594a006a,Avoid playing strategy games!
2025-04-13 10:25:31.642915Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid playing strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,5,352aeff1-f36f-4b60-b917-8e9a594a006a,Avoid playing strategy games!
2025-04-12 11:58:02.670537Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid playing strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,4,352aeff1-f36f-4b60-b917-8e9a594a006a,Avoid playing strategy games!
2025-04-11 06:19:12.200711Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,3,4bb09e83-6637-4dec-baf4-9cb59881c6b5,Playing strategy games!
2025-04-10 12:23:35.226194Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,2,4bb09e83-6637-4dec-baf4-9cb59881c6b5,Playing strategy games!
2025-04-09 14:07:31.335165Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,1,4bb09e83-6637-4dec-baf4-9cb59881c6b5,Playing strategy games!
2025-04-08 06:39:16.686060Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Play strategy games!,true,a12d5355-12e4-436c-b424-cf697c9a6cf0,2025-04-07 22:00:00.000Z,,0,4bb09e83-6637-4dec-baf4-9cb59881c6b5,Playing strategy games!
