intervention_task_time,intervention_task_id,intervention_task_name,is_completed,participant_id,participant_started_at,invite_code,current_day_of_study,current_intervention_id,current_intervention_name
2025-04-25 06:35:22.811571Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,31,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-04-24 06:42:29.304141Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,30,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-04-23 06:45:41.358696Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,29,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-04-22 15:13:02.683865Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,58a3d635-be54-48f6-b8f3-db873a85672d,2025-04-05 23:00:00.000Z,,16,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-04-22 06:40:35.756664Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,28,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-04-21 07:31:36.058935Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,27,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-04-20 06:58:44.978689Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,26,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-04-19 08:02:35.431590Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,25,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-04-18 06:48:23.454569Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,24,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-04-17 06:40:24.480759Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,23,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-04-16 06:46:20.792973Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,22,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-04-15 06:34:14.035911Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,21,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-04-14 06:36:40.380173Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,20,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-04-12 15:07:09.040147Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,58a3d635-be54-48f6-b8f3-db873a85672d,2025-04-05 23:00:00.000Z,,6,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-04-12 07:04:45.924384Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,18,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-04-11 06:35:28.644042Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,17,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-04-10 06:23:14.384668Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,16,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-04-09 09:34:38.128052Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,58a3d635-be54-48f6-b8f3-db873a85672d,2025-04-05 23:00:00.000Z,,3,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-04-09 07:13:41.600459Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,15,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-04-08 14:58:18.592043Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,58a3d635-be54-48f6-b8f3-db873a85672d,2025-04-05 23:00:00.000Z,,2,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
