intervention_task_time,intervention_task_id,intervention_task_name,is_completed,participant_id,participant_started_at,invite_code,current_day_of_study,current_intervention_id,current_intervention_name
2025-05-06 09:01:52.217925Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Music Time!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,15,674a4577-ac2c-4c2d-a0b6-f076df07ffa6,Listening to music!
2025-05-05 10:47:54.460067Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Music Time!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,14,674a4577-ac2c-4c2d-a0b6-f076df07ffa6,Listening to music!
2025-05-04 09:00:11.760572Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Music Time!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,13,674a4577-ac2c-4c2d-a0b6-f076df07ffa6,Listening to music!
2025-05-03 10:29:12.022985Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Music Time!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,12,674a4577-ac2c-4c2d-a0b6-f076df07ffa6,Listening to music!
2025-05-02 12:58:17.817255Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Listening Music!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,11,65b0e817-6778-43a5-9e82-77a9f8c2c0d5,Not listening to music!
2025-05-01 11:54:54.391736Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Listening Music!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,10,65b0e817-6778-43a5-9e82-77a9f8c2c0d5,Not listening to music!
2025-04-30 06:24:06.196242Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Listening Music!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,9,65b0e817-6778-43a5-9e82-77a9f8c2c0d5,Not listening to music!
2025-04-29 06:00:04.985258Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Listening Music!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,8,65b0e817-6778-43a5-9e82-77a9f8c2c0d5,Not listening to music!
2025-04-28 13:45:50.202301Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Listening Music!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,7,65b0e817-6778-43a5-9e82-77a9f8c2c0d5,Not listening to music!
2025-04-27 09:26:11.162149Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Listening Music!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,6,65b0e817-6778-43a5-9e82-77a9f8c2c0d5,Not listening to music!
2025-04-26 11:37:10.669973Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Listening Music!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,5,65b0e817-6778-43a5-9e82-77a9f8c2c0d5,Not listening to music!
2025-04-25 11:09:18.665779Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid Listening Music!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,4,65b0e817-6778-43a5-9e82-77a9f8c2c0d5,Not listening to music!
2025-04-24 15:55:10.946107Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Music Time!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,3,674a4577-ac2c-4c2d-a0b6-f076df07ffa6,Listening to music!
2025-04-23 14:30:05.432069Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Music Time!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,2,674a4577-ac2c-4c2d-a0b6-f076df07ffa6,Listening to music!
2025-04-22 07:28:27.745313Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Music Time!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,1,674a4577-ac2c-4c2d-a0b6-f076df07ffa6,Listening to music!
2025-04-21 09:05:39.264230Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Music Time!,true,2e1f502a-d65c-46c7-af27-f7748c22f2ab,2025-04-20 22:00:00.000Z,,0,674a4577-ac2c-4c2d-a0b6-f076df07ffa6,Listening to music!
