intervention_task_time,intervention_task_id,intervention_task_name,is_completed,participant_id,participant_started_at,invite_code,current_day_of_study,current_intervention_id,current_intervention_name
2025-05-24 06:04:10.161081Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,15,497a5757-f804-4eaa-9345-b46587dea343,Keeping a Journal!
2025-05-23 08:03:13.615918Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,14,497a5757-f804-4eaa-9345-b46587dea343,Keeping a Journal!
2025-05-22 05:09:51.695259Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,13,497a5757-f804-4eaa-9345-b46587dea343,Keeping a Journal!
2025-05-21 08:59:25.569537Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,12,497a5757-f804-4eaa-9345-b46587dea343,Keeping a Journal!
2025-05-20 05:08:18.170982Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,11,946bad4f-bd76-4f6f-b55f-a29edf6147b7,Not Keeping a Journal 
2025-05-19 08:57:45.159913Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,10,946bad4f-bd76-4f6f-b55f-a29edf6147b7,Not Keeping a Journal 
2025-05-18 08:29:30.437559Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,9,946bad4f-bd76-4f6f-b55f-a29edf6147b7,Not Keeping a Journal 
2025-05-17 09:34:46.223053Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,8,946bad4f-bd76-4f6f-b55f-a29edf6147b7,Not Keeping a Journal 
2025-05-16 07:27:42.046013Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,7,946bad4f-bd76-4f6f-b55f-a29edf6147b7,Not Keeping a Journal 
2025-05-15 05:31:27.092274Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,6,946bad4f-bd76-4f6f-b55f-a29edf6147b7,Not Keeping a Journal 
2025-05-14 06:13:50.118776Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,5,946bad4f-bd76-4f6f-b55f-a29edf6147b7,Not Keeping a Journal 
2025-05-13 05:01:53.625820Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,4,946bad4f-bd76-4f6f-b55f-a29edf6147b7,Not Keeping a Journal 
2025-05-12 07:30:48.182879Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,3,497a5757-f804-4eaa-9345-b46587dea343,Keeping a Journal!
2025-05-11 07:57:07.091698Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,2,497a5757-f804-4eaa-9345-b46587dea343,Keeping a Journal!
2025-05-10 08:18:06.572048Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,1,497a5757-f804-4eaa-9345-b46587dea343,Keeping a Journal!
2025-05-09 16:00:24.471685Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,dc40bf93-b1a6-4eea-86a2-edca8067042d,2025-05-08 21:00:00.000Z,,0,497a5757-f804-4eaa-9345-b46587dea343,Keeping a Journal!
