intervention_task_time,intervention_task_id,intervention_task_name,is_completed,participant_id,participant_started_at,invite_code,current_day_of_study,current_intervention_id,current_intervention_name
2025-06-09 13:01:30.520339Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,31,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-06-08 08:21:59.487438Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,30,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-06-07 07:16:51.688531Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,29,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-06-06 07:03:38.879821Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,28,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-06-05 07:42:33.400429Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,27,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-06-04 09:25:06.984515Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,26,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-06-03 07:12:55.405009Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,25,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-06-02 07:44:26.997153Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,24,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-05-31 07:19:39.800686Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,22,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-05-30 08:22:10.851833Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,21,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-05-29 07:51:48.727366Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,20,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-05-28 08:04:25.719989Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,19,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-05-27 12:31:13.747783Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,18,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-05-26 07:18:07.538745Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,17,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-05-25 06:52:48.335363Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,16,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-05-24 07:59:50.463575Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,15,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-05-23 08:11:17.004308Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,14,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-05-22 07:23:49.743150Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,13,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-05-21 09:35:53.123486Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,12,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-05-20 07:15:45.018003Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,11,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-05-19 08:42:53.115941Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,10,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-05-18 12:00:40.592343Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,9,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-05-17 11:48:31.060737Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,8,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-05-16 07:10:28.376818Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,7,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-05-15 06:00:24.374786Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,6,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-05-14 16:28:20.560706Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,5,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-05-13 06:41:22.359550Z,d5239fc5-d463-4e2c-8575-671570b78089,No Wins Noted Today!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,4,299ed975-7dde-4c18-8f61-28fc6061f48c,Avoid writing today's wins!
2025-05-12 07:34:53.908325Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,3,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-05-11 07:41:11.586708Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,2,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-05-10 07:41:24.346680Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,1,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
2025-05-09 07:12:31.022562Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Time to Note Your Wins!,true,17369199-4be8-4a38-b702-4f7f083ef821,2025-05-08 22:00:00.000Z,,0,0277055f-dc37-49a6-ac7e-6851b12d908e,Writing down the day's positives!
